Date,Z_Score,Signal,Position
2025-03-19 15:30:00+00:00,0.23986375557256578,0,-1
2025-03-19 16:30:00+00:00,0.17100430950017328,0,-1
2025-03-19 17:30:00+00:00,0.15301143598770273,0,-1
2025-03-19 18:30:00+00:00,0.3366723363322907,0,-1
2025-03-19 19:30:00+00:00,0.3756414596497281,0,-1
2025-03-20 13:30:00+00:00,0.44552752758068703,0,-1
2025-03-20 14:30:00+00:00,0.2791705581993284,0,-1
2025-03-20 15:30:00+00:00,0.37368899839751923,0,-1
2025-03-20 16:30:00+00:00,0.33675812241309266,0,-1
2025-03-20 17:30:00+00:00,0.342476382526308,0,-1
2025-03-20 18:30:00+00:00,0.35552308394352594,0,-1
2025-03-20 19:30:00+00:00,0.47371522230465996,0,-1
2025-03-21 13:30:00+00:00,0.10396986466345855,0,-1
2025-03-21 14:30:00+00:00,0.07534941380048865,0,-1
2025-03-21 15:30:00+00:00,0.10758471000504674,0,-1
2025-03-21 16:30:00+00:00,0.02941284957586037,0,-1
2025-03-21 17:30:00+00:00,-0.009971526421683563,0,-1
2025-03-21 18:30:00+00:00,-0.07999055921935189,0,-1
2025-03-21 19:30:00+00:00,0.0417725067506278,0,-1
2025-03-24 13:30:00+00:00,0.0791203417645596,0,-1
2025-03-24 14:30:00+00:00,0.12513597223050021,0,-1
2025-03-24 15:30:00+00:00,0.1398509594023379,0,-1
2025-03-24 16:30:00+00:00,0.06347300883846248,0,-1
2025-03-24 17:30:00+00:00,0.08271650223568627,0,-1
2025-03-24 18:30:00+00:00,0.10051066283806194,0,-1
2025-03-24 19:30:00+00:00,0.17292878166503725,0,-1
2025-03-25 13:30:00+00:00,0.11432887166846849,0,-1
2025-03-25 14:30:00+00:00,0.11168161773311681,0,-1
2025-03-25 15:30:00+00:00,0.059177828946753906,0,-1
2025-03-25 16:30:00+00:00,0.12611061529194592,0,-1
2025-03-25 17:30:00+00:00,0.11929302179382142,0,-1
2025-03-25 18:30:00+00:00,0.07727978763058324,0,-1
2025-03-25 19:30:00+00:00,0.10901922026483932,0,-1
2025-03-26 13:30:00+00:00,0.3506272640423054,0,-1
2025-03-26 14:30:00+00:00,0.4514987806746221,-1,-1
2025-03-26 15:30:00+00:00,0.5319085835989489,-1,-1
2025-03-26 16:30:00+00:00,0.6219593178468679,-1,-1
2025-03-26 17:30:00+00:00,0.6801344333769765,-1,-1
2025-03-26 18:30:00+00:00,0.6902726294271786,-1,-1
2025-03-26 19:30:00+00:00,0.6415461867932517,-1,-1
2025-03-27 13:30:00+00:00,0.9157395087475939,-1,-1
2025-03-27 14:30:00+00:00,0.926865286432719,-1,-1
2025-03-27 15:30:00+00:00,0.8814827820305771,-1,-1
2025-03-27 16:30:00+00:00,0.9040206153516737,-1,-1
2025-03-27 17:30:00+00:00,0.8790642385686375,-1,-1
2025-03-27 18:30:00+00:00,0.9600200757418919,-1,-1
2025-03-27 19:30:00+00:00,0.9276550757237795,-1,-1
2025-03-28 13:30:00+00:00,1.1804196214308211,-1,-1
2025-03-28 14:30:00+00:00,1.1219184620550737,-1,-1
2025-03-28 15:30:00+00:00,0.9937146102404275,-1,-1
2025-03-28 16:30:00+00:00,0.9935041338361621,-1,-1
2025-03-28 17:30:00+00:00,0.5790124504842349,0,-1
2025-03-28 18:30:00+00:00,0.8196379882708063,-1,-1
2025-03-28 19:30:00+00:00,0.7843759786457736,-1,-1
2025-03-31 13:30:00+00:00,1.3784959854090244,-1,-1
2025-03-31 14:30:00+00:00,1.321418421137743,-1,-1
2025-03-31 15:30:00+00:00,1.2180037967749775,-1,-1
2025-03-31 16:30:00+00:00,1.2016423541591632,-1,-1
2025-03-31 17:30:00+00:00,1.3100423783531503,-1,-1
2025-03-31 18:30:00+00:00,1.3509748780781132,-1,-1
2025-03-31 19:30:00+00:00,1.2478689001356553,-1,-1
2025-04-01 13:30:00+00:00,1.1672809751560944,-1,-1
2025-04-01 14:30:00+00:00,1.2616528947201837,-1,-1
2025-04-01 15:30:00+00:00,1.2333119293580246,-1,-1
2025-04-01 16:30:00+00:00,1.2180365422409372,-1,-1
2025-04-01 17:30:00+00:00,1.2469837135330208,-1,-1
2025-04-01 18:30:00+00:00,1.2121561563415204,-1,-1
2025-04-01 19:30:00+00:00,1.3210443501673477,-1,-1
2025-04-02 13:30:00+00:00,1.3598404325432576,-1,-1
2025-04-02 14:30:00+00:00,1.2989988616842012,-1,-1
2025-04-02 15:30:00+00:00,1.0654152168260425,-1,-1
2025-04-02 16:30:00+00:00,1.019395926036956,-1,-1
2025-04-02 17:30:00+00:00,1.0274236444407474,-1,-1
2025-04-02 18:30:00+00:00,1.0698546101956619,-1,-1
2025-04-02 19:30:00+00:00,1.1105533344257974,-1,-1
2025-04-03 13:30:00+00:00,1.8434071809429158,-1,-1
2025-04-03 14:30:00+00:00,2.0953465980171524,-1,-1
2025-04-03 15:30:00+00:00,1.8837064395475733,-1,-1
2025-04-03 16:30:00+00:00,1.791636627463188,-1,-1
2025-04-03 17:30:00+00:00,1.9521875012658365,-1,-1
2025-04-03 18:30:00+00:00,1.8540456734487367,-1,-1
2025-04-03 19:30:00+00:00,1.8366603892900222,-1,-1
2025-04-04 13:30:00+00:00,1.491700921610842,-1,-1
2025-04-04 14:30:00+00:00,1.004903799204629,0,-1
2025-04-04 15:30:00+00:00,0.91856017864911,0,-1
2025-04-04 16:30:00+00:00,0.8900300143758795,0,-1
2025-04-04 17:30:00+00:00,0.7101292405512037,0,-1
2025-04-04 18:30:00+00:00,0.7130371653134455,0,-1
2025-04-04 19:30:00+00:00,0.5389346036411821,0,-1
2025-04-07 13:30:00+00:00,-0.38769625184861684,0,-1
2025-04-07 14:30:00+00:00,-0.5862636933293665,0,-1
2025-04-07 15:30:00+00:00,-0.37975770860926195,0,-1
2025-04-07 16:30:00+00:00,-0.1255684958328926,0,-1
2025-04-07 17:30:00+00:00,0.08854384752026531,0,-1
2025-04-07 18:30:00+00:00,-0.2153938351627847,0,-1
2025-04-07 19:30:00+00:00,-0.14383258030292806,0,-1
2025-04-08 13:30:00+00:00,0.37164137107094686,0,-1
2025-04-08 14:30:00+00:00,0.29190187381475274,0,-1
2025-04-08 15:30:00+00:00,0.43898625460120555,0,-1
2025-04-08 16:30:00+00:00,-0.028911477360543936,0,-1
2025-04-08 17:30:00+00:00,-0.1576336488194749,0,-1
2025-04-08 18:30:00+00:00,-0.0742224133263173,0,-1
2025-04-08 19:30:00+00:00,-0.22496761719441208,0,-1
2025-04-09 13:30:00+00:00,-0.43537765884895385,0,-1
2025-04-09 14:30:00+00:00,-0.4380012409580304,0,-1
2025-04-09 15:30:00+00:00,-0.31270889315175515,0,-1
2025-04-09 16:30:00+00:00,0.3879046436707191,0,-1
2025-04-09 17:30:00+00:00,0.2183679579647698,0,-1
2025-04-09 18:30:00+00:00,0.274252441573257,0,-1
2025-04-09 19:30:00+00:00,0.47901428204627533,0,-1
2025-04-10 13:30:00+00:00,0.5618347450062339,0,-1
2025-04-10 14:30:00+00:00,0.42623786505375283,0,-1
2025-04-10 15:30:00+00:00,0.13630514145749226,0,-1
2025-04-10 16:30:00+00:00,0.42809838144845286,0,-1
2025-04-10 17:30:00+00:00,0.8331523070595197,0,-1
2025-04-10 18:30:00+00:00,0.7426747183378344,0,-1
2025-04-10 19:30:00+00:00,0.7253009299392155,0,-1
2025-04-11 13:30:00+00:00,0.6529677488541881,0,-1
2025-04-11 14:30:00+00:00,0.6782993982212085,0,-1
2025-04-11 15:30:00+00:00,0.9311657101857936,0,-1
2025-04-11 16:30:00+00:00,0.9382128620207205,0,-1
2025-04-11 17:30:00+00:00,1.031338776642614,0,-1
2025-04-11 18:30:00+00:00,1.0813280410392838,0,-1
2025-04-11 19:30:00+00:00,0.9524818050202293,0,-1
2025-04-14 13:30:00+00:00,1.1870233063761628,0,-1
2025-04-14 14:30:00+00:00,1.2068512613165059,0,-1
2025-04-14 15:30:00+00:00,1.2202776782578832,0,-1
2025-04-14 16:30:00+00:00,1.289980370696777,0,-1
2025-04-14 17:30:00+00:00,1.4330787328947883,-1,-1
2025-04-14 18:30:00+00:00,1.4629026444908915,-1,-1
2025-04-14 19:30:00+00:00,1.420093346635649,-1,-1
2025-04-15 13:30:00+00:00,1.3276833346991663,0,-1
2025-04-15 14:30:00+00:00,1.1467747156006285,0,-1
2025-04-15 15:30:00+00:00,1.1242967387125549,0,-1
2025-04-15 16:30:00+00:00,1.0625958249748102,0,-1
2025-04-15 17:30:00+00:00,1.0503760444636288,0,-1
2025-04-15 18:30:00+00:00,1.1150028609937206,0,-1
2025-04-15 19:30:00+00:00,1.0611592653303246,0,-1
2025-04-16 13:30:00+00:00,1.1867933630521368,0,-1
2025-04-16 14:30:00+00:00,1.324374238054334,-1,-1
2025-04-16 15:30:00+00:00,1.212217280769964,-1,-1
2025-04-16 16:30:00+00:00,1.179183376240017,-1,-1
2025-04-16 17:30:00+00:00,1.076420839568534,0,-1
2025-04-16 18:30:00+00:00,0.8697480826980537,0,-1
2025-04-16 19:30:00+00:00,0.8922808924741912,0,-1
2025-04-17 13:30:00+00:00,1.2577248172778157,-1,-1
2025-04-17 14:30:00+00:00,1.397645217489988,-1,-1
2025-04-17 15:30:00+00:00,1.4068518403481016,-1,-1
2025-04-17 16:30:00+00:00,1.3842556554065792,-1,-1
2025-04-17 17:30:00+00:00,1.5620562078891522,-1,-1
2025-04-17 18:30:00+00:00,1.5026438235792627,-1,-1
2025-04-17 19:30:00+00:00,1.444581324657917,-1,-1
2025-04-21 13:30:00+00:00,1.5162052680448153,-1,-1
2025-04-21 14:30:00+00:00,1.285366210494235,-1,-1
2025-04-21 15:30:00+00:00,1.163746443941507,-1,-1
2025-04-21 16:30:00+00:00,1.0731688929305483,0,-1
2025-04-21 17:30:00+00:00,1.0614481972065284,0,-1
2025-04-21 18:30:00+00:00,1.1378266626533682,-1,-1
2025-04-21 19:30:00+00:00,1.3192768553282015,-1,-1
2025-04-22 13:30:00+00:00,1.7966706540764454,-1,-1
2025-04-22 14:30:00+00:00,1.8993145221736314,-1,-1
2025-04-22 15:30:00+00:00,1.7512564257401972,-1,-1
2025-04-22 16:30:00+00:00,1.6399614519465961,-1,-1
2025-04-22 17:30:00+00:00,1.5909897380577416,-1,-1
2025-04-22 18:30:00+00:00,1.6213616479313828,-1,-1
2025-04-22 19:30:00+00:00,1.7831314638532334,-1,-1
2025-04-23 13:30:00+00:00,1.682343953372284,-1,-1
2025-04-23 14:30:00+00:00,1.3482802429321805,-1,-1
2025-04-23 15:30:00+00:00,1.3225043416660724,-1,-1
2025-04-23 16:30:00+00:00,1.3514708744120927,-1,-1
2025-04-23 17:30:00+00:00,1.2226144499188547,-1,-1
2025-04-23 18:30:00+00:00,1.3234385554702413,-1,-1
2025-04-23 19:30:00+00:00,1.522120448794894,-1,-1
2025-04-24 13:30:00+00:00,1.3978525390592351,-1,-1
2025-04-24 14:30:00+00:00,1.2795357103746328,-1,-1
2025-04-24 15:30:00+00:00,1.2362297965889302,-1,-1
2025-04-24 16:30:00+00:00,1.0351377960460846,-1,-1
2025-04-24 17:30:00+00:00,1.0073042960478973,-1,-1
2025-04-24 18:30:00+00:00,0.9690854304377845,-1,-1
2025-04-24 19:30:00+00:00,0.9869426984714701,-1,-1
2025-04-25 13:30:00+00:00,0.49535914682333715,0,-1
2025-04-25 14:30:00+00:00,0.4690823684968312,0,-1
2025-04-25 15:30:00+00:00,0.6191392104204589,-1,-1
2025-04-25 16:30:00+00:00,0.6267866326953165,-1,-1
2025-04-25 17:30:00+00:00,0.764361025427504,-1,-1
2025-04-25 18:30:00+00:00,0.6755136081252875,-1,-1
2025-04-25 19:30:00+00:00,0.7120023400266577,-1,-1
2025-04-28 13:30:00+00:00,0.6263231910976614,0,-1
2025-04-28 14:30:00+00:00,0.7857939110668136,-1,-1
2025-04-28 15:30:00+00:00,0.673616915745032,0,-1
2025-04-28 16:30:00+00:00,0.5296857309757486,0,-1
2025-04-28 17:30:00+00:00,0.640141399928068,0,-1
2025-04-28 18:30:00+00:00,0.6353343169402695,0,-1
2025-04-28 19:30:00+00:00,0.6695230236536841,0,-1
2025-04-29 13:30:00+00:00,0.7642622748066827,-1,-1
2025-04-29 14:30:00+00:00,0.8626202129592087,-1,-1
2025-04-29 15:30:00+00:00,0.9151171444509203,-1,-1
2025-04-29 16:30:00+00:00,0.9041094584838082,-1,-1
2025-04-29 17:30:00+00:00,0.9082683305014466,-1,-1
2025-04-29 18:30:00+00:00,0.9278991171805829,-1,-1
2025-04-29 19:30:00+00:00,0.9054205596877353,-1,-1
2025-04-30 13:30:00+00:00,0.6914329066580457,0,-1
2025-04-30 14:30:00+00:00,0.9155104051198731,-1,-1
2025-04-30 15:30:00+00:00,0.9380084200453533,-1,-1
2025-04-30 16:30:00+00:00,0.9965909326165959,-1,-1
2025-04-30 17:30:00+00:00,0.9293442191023844,-1,-1
2025-04-30 18:30:00+00:00,0.9507382004990275,-1,-1
2025-04-30 19:30:00+00:00,1.0131737667919922,-1,-1
2025-05-01 13:30:00+00:00,0.6029052214484024,0,-1
2025-05-01 14:30:00+00:00,0.5856135517122092,0,-1
2025-05-01 15:30:00+00:00,0.5007999708204444,0,-1
2025-05-01 16:30:00+00:00,0.6919119534078005,0,-1
2025-05-01 17:30:00+00:00,0.5787791365467164,0,-1
2025-05-01 18:30:00+00:00,0.5829612327554375,0,-1
2025-05-01 19:30:00+00:00,0.5050229861205627,0,-1
2025-05-02 13:30:00+00:00,0.5903648073967255,0,-1
2025-05-02 14:30:00+00:00,0.5524723542841298,0,-1
2025-05-02 15:30:00+00:00,0.5279197082739445,0,-1
2025-05-02 16:30:00+00:00,0.554256788084897,0,-1
2025-05-02 17:30:00+00:00,0.6380548019770027,0,-1
2025-05-02 18:30:00+00:00,0.6820797631658256,0,-1
2025-05-02 19:30:00+00:00,0.6397236683363966,0,-1
2025-05-05 13:30:00+00:00,0.5183880298596453,0,-1
2025-05-05 14:30:00+00:00,0.5899757570375751,0,-1
2025-05-05 15:30:00+00:00,0.5933977330900877,0,-1
2025-05-05 16:30:00+00:00,0.4601345726610472,0,-1
2025-05-05 17:30:00+00:00,0.5610466597542976,-1,-1
2025-05-05 18:30:00+00:00,0.5550327283833926,-1,-1
2025-05-05 19:30:00+00:00,0.6010319811350673,-1,-1
2025-05-06 13:30:00+00:00,0.5403743663728552,-1,-1
2025-05-06 14:30:00+00:00,0.501095680580349,-1,-1
2025-05-06 15:30:00+00:00,0.4973319696062604,-1,-1
2025-05-06 16:30:00+00:00,0.5641970338245932,-1,-1
2025-05-06 17:30:00+00:00,0.5602200623415637,-1,-1
2025-05-06 18:30:00+00:00,0.5480683767334639,-1,-1
2025-05-06 19:30:00+00:00,0.5446082968282999,-1,-1
2025-05-07 13:30:00+00:00,0.6688995720363569,-1,-1
2025-05-07 14:30:00+00:00,0.6646185855032286,-1,-1
2025-05-07 15:30:00+00:00,0.8010643510756417,-1,-1
2025-05-07 16:30:00+00:00,0.7994730538225711,-1,-1
2025-05-07 17:30:00+00:00,0.7976284483408117,-1,-1
2025-05-07 18:30:00+00:00,0.8233035389787972,-1,-1
2025-05-07 19:30:00+00:00,0.8292761932290253,-1,-1
2025-05-08 13:30:00+00:00,0.7197980752088482,-1,-1
2025-05-08 14:30:00+00:00,0.6738704721657994,-1,-1
2025-05-08 15:30:00+00:00,0.7358773917117762,-1,-1
2025-05-08 16:30:00+00:00,0.6194057313812456,-1,-1
2025-05-08 17:30:00+00:00,0.5205993080793154,-1,-1
2025-05-08 18:30:00+00:00,0.5553793251494072,-1,-1
2025-05-08 19:30:00+00:00,0.39164763953443466,-1,-1
2025-05-09 13:30:00+00:00,0.3617474735890196,-1,-1
2025-05-09 14:30:00+00:00,0.27560019306558986,0,-1
2025-05-09 15:30:00+00:00,0.24975206148608167,0,-1
2025-05-09 16:30:00+00:00,0.18701106998965883,0,-1
2025-05-09 17:30:00+00:00,0.19773681735620044,0,-1
2025-05-09 18:30:00+00:00,0.21211484552707785,0,-1
2025-05-09 19:30:00+00:00,0.11862288748386753,0,-1
2025-05-12 13:30:00+00:00,-0.3125784361334586,0,-1
2025-05-12 14:30:00+00:00,-0.2690249738322877,0,-1
2025-05-12 15:30:00+00:00,-0.32859437747100173,0,-1
2025-05-12 16:30:00+00:00,-0.3866371087391801,0,-1
2025-05-12 17:30:00+00:00,-0.2890111825298036,0,-1
2025-05-12 18:30:00+00:00,-0.23937968701120457,0,-1
2025-05-12 19:30:00+00:00,-0.17030256195617208,0,-1
2025-05-13 13:30:00+00:00,-0.2743606424882123,0,-1
2025-05-13 14:30:00+00:00,-0.3746927197544479,0,-1
2025-05-13 15:30:00+00:00,-0.4427288475350782,0,-1
2025-05-13 16:30:00+00:00,-0.3404273795832399,0,-1
2025-05-13 17:30:00+00:00,-0.4184024810760784,0,-1
2025-05-13 18:30:00+00:00,-0.37376080765140446,0,-1
2025-05-13 19:30:00+00:00,-0.43892356382663117,0,-1
2025-05-14 13:30:00+00:00,-0.4989452766544348,0,-1
2025-05-14 14:30:00+00:00,-0.48884456467919535,0,-1
2025-05-14 15:30:00+00:00,-0.5090719769445413,0,-1
2025-05-14 16:30:00+00:00,-0.49378625527691616,0,-1
2025-05-14 17:30:00+00:00,-0.38448297047149316,0,-1
2025-05-14 18:30:00+00:00,-0.36198619500179535,0,-1
2025-05-14 19:30:00+00:00,-0.42472652764720986,0,-1
2025-05-15 13:30:00+00:00,0.08615059456761787,0,-1
2025-05-15 14:30:00+00:00,0.18609425361081613,0,-1
2025-05-15 15:30:00+00:00,0.33492956079250924,0,-1
2025-05-15 16:30:00+00:00,0.3258287241181245,0,-1
2025-05-15 17:30:00+00:00,0.3628385425778373,0,-1
2025-05-15 18:30:00+00:00,0.5118081677931849,0,-1
2025-05-15 19:30:00+00:00,0.5569837208556777,0,-1
2025-05-16 13:30:00+00:00,0.5343350047272118,0,-1
2025-05-16 14:30:00+00:00,0.5070409383046907,0,-1
2025-05-16 15:30:00+00:00,0.5745612936986938,0,-1
2025-05-16 16:30:00+00:00,0.6124581668109556,0,-1
2025-05-16 17:30:00+00:00,0.6744760015122491,0,-1
2025-05-16 18:30:00+00:00,0.7069418121584842,0,-1
2025-05-16 19:30:00+00:00,0.6963858845166107,0,-1
2025-05-19 13:30:00+00:00,0.6534521628335496,0,-1
2025-05-19 14:30:00+00:00,0.6589391069244657,0,-1
2025-05-19 15:30:00+00:00,0.6363276411827679,0,-1
2025-05-19 16:30:00+00:00,0.6476394038452722,0,-1
2025-05-19 17:30:00+00:00,0.5766454607275422,0,-1
2025-05-19 18:30:00+00:00,0.5633652510741132,0,-1
2025-05-19 19:30:00+00:00,0.6591837975746143,0,-1
2025-05-20 13:30:00+00:00,0.6581779340618195,0,-1
2025-05-20 14:30:00+00:00,0.688874067720538,0,-1
2025-05-20 15:30:00+00:00,0.5270818965502169,0,-1
2025-05-20 16:30:00+00:00,0.5322986362619548,0,-1
2025-05-20 17:30:00+00:00,0.5154386182868779,0,-1
2025-05-20 18:30:00+00:00,0.5571166857223823,0,-1
2025-05-20 19:30:00+00:00,0.5837628450225052,0,-1
2025-05-21 13:30:00+00:00,0.5413194953323456,0,-1
2025-05-21 14:30:00+00:00,0.5705531748024972,0,-1
2025-05-21 15:30:00+00:00,0.5235621516534538,0,-1
2025-05-21 16:30:00+00:00,0.576483334941336,0,-1
2025-05-21 17:30:00+00:00,0.5414370064455845,0,-1
2025-05-21 18:30:00+00:00,0.5958732832508514,0,-1
2025-05-21 19:30:00+00:00,0.5490869179338883,0,-1
2025-05-22 13:30:00+00:00,0.29513519322928805,0,-1
2025-05-22 14:30:00+00:00,0.25740628952425654,0,-1
2025-05-22 15:30:00+00:00,0.3788589168006923,0,-1
2025-05-22 16:30:00+00:00,0.3787498316293237,0,-1
2025-05-22 17:30:00+00:00,0.45441073809850796,0,-1
2025-05-22 18:30:00+00:00,0.4744530779470725,0,-1
2025-05-22 19:30:00+00:00,0.3217943170694303,0,-1
2025-05-23 13:30:00+00:00,0.25971860568015204,0,-1
2025-05-23 14:30:00+00:00,0.42161123640446235,0,-1
2025-05-23 15:30:00+00:00,0.47614920829039764,0,-1
2025-05-23 16:30:00+00:00,0.5395718297950195,0,-1
2025-05-23 17:30:00+00:00,0.567998400098428,0,-1
2025-05-23 18:30:00+00:00,0.5385793409100741,0,-1
2025-05-23 19:30:00+00:00,0.515945720505809,0,-1
2025-05-27 13:30:00+00:00,0.4600529623540808,0,-1
2025-05-27 14:30:00+00:00,0.5303567512541173,0,-1
2025-05-27 15:30:00+00:00,0.5092475365824459,0,-1
2025-05-27 16:30:00+00:00,0.5255108091822133,0,-1
2025-05-27 17:30:00+00:00,0.6257604740336437,0,-1
2025-05-27 18:30:00+00:00,0.61891166008417,-1,-1
2025-05-27 19:30:00+00:00,0.5966500612655974,-1,-1
2025-05-28 13:30:00+00:00,0.5481464789711812,-1,-1
2025-05-28 14:30:00+00:00,0.44719695641518803,-1,-1
2025-05-28 15:30:00+00:00,0.44266851591161666,-1,-1
2025-05-28 16:30:00+00:00,0.4801126528916812,-1,-1
2025-05-28 17:30:00+00:00,0.37901012743157697,-1,-1
2025-05-28 18:30:00+00:00,0.40991409688248054,-1,-1
2025-05-28 19:30:00+00:00,0.3502340330524106,-1,-1
2025-05-29 13:30:00+00:00,0.3480274347746602,-1,-1
2025-05-29 14:30:00+00:00,0.30832809178730963,-1,-1
2025-05-29 15:30:00+00:00,0.28903810576706773,-1,-1
2025-05-29 16:30:00+00:00,0.4276074468567286,-1,-1
2025-05-29 17:30:00+00:00,0.4807034254248802,-1,-1
2025-05-29 18:30:00+00:00,0.5201510148872934,-1,-1
2025-05-29 19:30:00+00:00,0.5168247779286013,-1,-1
2025-05-30 13:30:00+00:00,0.6438606404442465,-1,-1
2025-05-30 14:30:00+00:00,0.6514961327918246,-1,-1
2025-05-30 15:30:00+00:00,0.5820067238023856,-1,-1
2025-05-30 16:30:00+00:00,0.6609508339500504,-1,-1
2025-05-30 17:30:00+00:00,0.719564299714021,-1,-1
2025-05-30 18:30:00+00:00,0.8065877399366913,-1,-1
2025-05-30 19:30:00+00:00,0.705084880310242,-1,-1
